1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
437	-0.359456	0.000000	1726.120067	0.000753	1.0
438	-0.387566	0.000000	1726.120067	0.000551	1.0
439	-0.357855	0.000000	1726.120067	0.000395	1.1
440	-0.361886	0.999958	1647.663198	0.000294	1.2
441	-0.384366	0.475070	1687.934937	0.000243	1.1
442	-0.321700	0.000000	1726.120067	0.000254	1.4
443	-0.368882	0.000000	1726.120067	0.000339	1.1
444	-0.367383	0.000000	1726.120067	0.000438	1.1
445	-0.337098	0.000000	1726.120067	0.000364	1.1
446	-0.385061	0.000000	1726.120067	0.000536	1.1
447	-0.355036	0.000000	1726.120067	0.000394	1.3
448	-0.359863	0.000000	1726.120067	0.000517	1.2
449	-0.376401	0.000000	1726.120067	0.000706	1.2
450	-0.357551	0.000000	1726.120067	0.000639	1.2
451	-0.358709	0.000000	1726.120067	0.000504	1.0
452	-0.371479	1.000000	1647.660099	0.000807	1.0
453	-0.381690	1.999990	1576.023332	0.000231	1.0
454	-0.371586	1.265266	1628.030047	0.000486	1.0
455	-0.391807	0.866463	1657.722203	0.000466	1.2
456	-0.366083	1.866051	1585.254962	0.000554	1.3
457	-0.366968	1.125679	1638.300992	0.000496	1.1
458	-0.370801	0.393903	1694.338831	0.000520	1.1
459	-0.368630	0.000000	1726.120067	0.000372	1.1
460	-0.354880	0.000000	1726.120067	0.000552	1.1
461	-0.368241	0.000000	1726.120067	0.000546	1.1
462	-0.377473	0.000000	1726.120067	0.000354	1.0
463	-0.340594	0.000000	1726.120067	0.000372	1.0
464	-0.358329	0.000000	1726.120067	0.000530	1.3
465	-0.354428	0.000000	1726.120067	0.000444	1.3
466	-0.384169	0.000000	1726.120067	0.000388	1.1
467	-0.372706	0.999987	1647.661034	0.000544	1.1
468	-0.403004	1.999305	1576.070318	0.000856	1.1
469	-0.354802	1.257818	1628.574822	0.000164	1.2
470	-0.367325	2.257606	1558.566312	0.000346	1.1
471	-0.366189	3.123439	1502.626637	0.000502	1.1
472	-0.397271	2.450741	1545.730322	0.000276	1.2
473	-0.370360	1.709259	1596.200091	0.000233	1.2
474	-0.388718	2.685041	1530.439445	0.000804	1.1
475	-0.341277	3.685041	1468.440793	0.000433	1.1
476	-0.401032	2.943554	1513.915652	0.000582	1.1
477	-0.364018	2.202067	1562.297065	0.000186	1.2
478	-0.374346	1.589081	1604.692135	0.000744	1.2
479	-0.368550	0.956852	1650.897929	0.000366	1.2
480	-0.351288	0.215366	1708.597479	0.000554	1.0
481	-0.375396	0.000000	1726.120067	0.000115	1.0
482	-0.382136	0.000000	1726.120067	0.000460	1.4
483	-0.380749	0.480500	1687.508303	0.000303	1.2
484	-0.398263	1.370141	1620.397533	0.000375	1.0
485	-0.382601	1.959515	1578.801705	0.000161	1.0
